day,user_id,group_id,exp_metric_id,numerator,denominator
2023-12-18,10364921699002922,1,0,0.0,0.0
2023-12-18,10364921699002922,1,1,0.0,0.0
2023-12-18,10364921699002922,1,2,0.0,0.0
2023-12-18,10364921699002922,1,3,0.0,2.0
2023-12-18,10364921699002922,1,4,1.0,0.0
2023-12-18,10364921699002922,1,5,0.0,0.0
2023-12-18,10364921699002922,1,6,1.0,0.0
2023-12-18,10364921699002922,1,7,1.0,2.0
2023-12-18,10825881676556986,0,0,0.0,0.0
2023-12-18,10825881676556986,0,1,0.0,0.0
2023-12-18,10825881676556986,0,2,0.0,0.0
2023-12-18,10825881676556986,0,3,0.0,1.0
2023-12-18,10825881676556986,0,4,0.0,0.0
2023-12-18,10825881676556986,0,5,2.0,0.0
2023-12-18,10825881676556986,0,6,33.0,0.0
2023-12-18,10825881676556986,0,7,33.0,1.0
2023-12-18,11218541701326705,0,0,0.0,0.0
2023-12-18,11218541701326705,0,1,0.0,0.0
2023-12-18,11218541701326705,0,2,0.0,0.0
2023-12-18,11218541701326705,0,3,0.0,1.0
2023-12-18,11218541701326705,0,4,1.0,0.0
2023-12-18,11218541701326705,0,5,0.0,0.0
2023-12-18,11218541701326705,0,6,2.0,0.0
2023-12-18,11218541701326705,0,7,2.0,1.0
2023-12-18,11681401702915848,0,0,0.0,0.0
2023-12-18,11681401702915848,0,1,0.0,0.0
2023-12-18,11681401702915848,0,2,0.0,0.0
2023-12-18,11681401702915848,0,3,0.0,3.0
2023-12-18,11681401702915848,0,4,3.0,0.0
2023-12-18,11681401702915848,0,5,0.0,0.0
2023-12-18,11681401702915848,0,6,11.0,0.0
2023-12-18,11681401702915848,0,7,11.0,3.0
2023-12-18,12426301698653350,0,0,0.0,0.0
2023-12-18,12426301698653350,0,1,0.0,0.0
2023-12-18,12426301698653350,0,2,0.0,0.0
2023-12-18,12426301698653350,0,3,0.0,1.0
2023-12-18,12426301698653350,0,4,1.0,0.0
2023-12-18,12426301698653350,0,5,0.0,0.0
2023-12-18,12426301698653350,0,6,0.0,0.0
2023-12-18,12426301698653350,0,7,0.0,1.0
2023-12-18,13464731702894870,1,0,0.0,0.0
2023-12-18,13464731702894870,1,1,0.0,0.0
2023-12-18,13464731702894870,1,2,0.0,0.0
2023-12-18,13464731702894870,1,3,0.0,3.0
2023-12-18,13464731702894870,1,4,2.0,0.0
2023-12-18,13464731702894870,1,5,0.0,0.0
2023-12-18,13464731702894870,1,6,1.0,0.0
2023-12-18,13464731702894870,1,7,1.0,3.0
2023-12-18,15258321680677379,0,0,0.0,0.0
2023-12-18,15258321680677379,0,1,0.0,0.0
2023-12-18,15258321680677379,0,2,0.0,0.0
2023-12-18,15258321680677379,0,3,0.0,2.0
2023-12-18,15258321680677379,0,4,1.0,0.0
2023-12-18,15258321680677379,0,5,0.0,0.0
2023-12-18,15258321680677379,0,6,1.0,0.0
2023-12-18,15258321680677379,0,7,1.0,2.0
2023-12-18,15644051692957722,1,0,1681.0,0.0
2023-12-18,15644051692957722,1,1,1.0,0.0
2023-12-18,15644051692957722,1,2,1681.0,1.0
2023-12-18,15644051692957722,1,3,1.0,4.0
2023-12-18,15644051692957722,1,4,4.0,0.0
2023-12-18,15644051692957722,1,5,2.0,0.0
2023-12-18,15644051692957722,1,6,26.0,0.0
2023-12-18,15644051692957722,1,7,26.0,4.0
2023-12-18,18037961702577323,1,0,0.0,0.0
2023-12-18,18037961702577323,1,1,0.0,0.0
2023-12-18,18037961702577323,1,2,0.0,0.0
2023-12-18,18037961702577323,1,3,0.0,3.0
2023-12-18,18037961702577323,1,4,2.0,0.0
2023-12-18,18037961702577323,1,5,0.0,0.0
2023-12-18,18037961702577323,1,6,2.0,0.0
2023-12-18,18037961702577323,1,7,2.0,3.0
2023-12-18,20070061699618581,1,0,0.0,0.0
2023-12-18,20070061699618581,1,1,0.0,0.0
2023-12-18,20070061699618581,1,2,0.0,0.0
2023-12-18,20070061699618581,1,3,0.0,1.0
2023-12-18,20070061699618581,1,4,1.0,0.0
2023-12-18,20070061699618581,1,5,0.0,0.0
2023-12-18,20070061699618581,1,6,3.0,0.0
2023-12-18,20070061699618581,1,7,3.0,1.0
2023-12-18,20131581684165395,0,0,0.0,0.0
2023-12-18,20131581684165395,0,1,0.0,0.0
2023-12-18,20131581684165395,0,2,0.0,0.0
2023-12-18,20131581684165395,0,3,0.0,1.0
2023-12-18,20131581684165395,0,4,1.0,0.0
2023-12-18,20131581684165395,0,5,0.0,0.0
2023-12-18,20131581684165395,0,6,1.0,0.0
2023-12-18,20131581684165395,0,7,1.0,1.0
2023-12-18,23334801682890733,1,0,0.0,0.0
2023-12-18,23334801682890733,1,1,0.0,0.0
2023-12-18,23334801682890733,1,2,0.0,0.0
2023-12-18,23334801682890733,1,3,0.0,7.0
2023-12-18,23334801682890733,1,4,7.0,0.0
2023-12-18,23334801682890733,1,5,0.0,0.0
2023-12-18,23334801682890733,1,6,18.0,0.0
2023-12-18,23334801682890733,1,7,18.0,7.0
2023-12-18,23367671702912492,0,0,0.0,0.0
2023-12-18,23367671702912492,0,1,0.0,0.0
2023-12-18,23367671702912492,0,2,0.0,0.0
2023-12-18,23367671702912492,0,3,0.0,1.0
2023-12-18,23367671702912492,0,4,1.0,0.0
2023-12-18,23367671702912492,0,5,0.0,0.0
2023-12-18,23367671702912492,0,6,2.0,0.0
2023-12-18,23367671702912492,0,7,2.0,1.0
2023-12-18,24881431702903986,1,0,0.0,0.0
2023-12-18,24881431702903986,1,1,0.0,0.0
2023-12-18,24881431702903986,1,2,0.0,0.0
2023-12-18,24881431702903986,1,3,0.0,3.0
2023-12-18,24881431702903986,1,4,2.0,0.0
2023-12-18,24881431702903986,1,5,0.0,0.0
2023-12-18,24881431702903986,1,6,3.0,0.0
2023-12-18,24881431702903986,1,7,3.0,3.0
2023-12-18,25531581687157856,0,0,0.0,0.0
2023-12-18,25531581687157856,0,1,0.0,0.0
2023-12-18,25531581687157856,0,2,0.0,0.0
2023-12-18,25531581687157856,0,3,0.0,1.0
2023-12-18,25531581687157856,0,4,1.0,0.0
2023-12-18,25531581687157856,0,5,0.0,0.0
2023-12-18,25531581687157856,0,6,1.0,0.0
2023-12-18,25531581687157856,0,7,1.0,1.0
2023-12-18,27812791685252618,1,0,0.0,0.0
2023-12-18,27812791685252618,1,1,0.0,0.0
2023-12-18,27812791685252618,1,2,0.0,0.0
2023-12-18,27812791685252618,1,3,0.0,2.0
2023-12-18,27812791685252618,1,4,1.0,0.0
2023-12-18,27812791685252618,1,5,0.0,0.0
2023-12-18,27812791685252618,1,6,4.0,0.0
2023-12-18,27812791685252618,1,7,4.0,2.0
2023-12-18,29894991702905875,0,0,0.0,0.0
2023-12-18,29894991702905875,0,1,0.0,0.0
2023-12-18,29894991702905875,0,2,0.0,0.0
2023-12-18,29894991702905875,0,3,0.0,4.0
2023-12-18,29894991702905875,0,4,3.0,0.0
2023-12-18,29894991702905875,0,5,0.0,0.0
2023-12-18,29894991702905875,0,6,4.0,0.0
2023-12-18,29894991702905875,0,7,4.0,4.0
2023-12-18,30197101702913859,1,0,0.0,0.0
2023-12-18,30197101702913859,1,1,0.0,0.0
2023-12-18,30197101702913859,1,2,0.0,0.0
2023-12-18,30197101702913859,1,3,0.0,4.0
2023-12-18,30197101702913859,1,4,4.0,0.0
2023-12-18,30197101702913859,1,5,0.0,0.0
2023-12-18,30197101702913859,1,6,0.0,0.0
2023-12-18,30197101702913859,1,7,0.0,4.0
2023-12-18,31499761694352133,0,0,0.0,0.0
2023-12-18,31499761694352133,0,1,0.0,0.0
2023-12-18,31499761694352133,0,2,0.0,0.0
2023-12-18,31499761694352133,0,3,0.0,1.0
2023-12-18,31499761694352133,0,4,1.0,0.0
2023-12-18,31499761694352133,0,5,0.0,0.0
2023-12-18,31499761694352133,0,6,1.0,0.0
2023-12-18,31499761694352133,0,7,1.0,1.0
2023-12-18,33205081691097674,1,0,0.0,0.0
2023-12-18,33205081691097674,1,1,0.0,0.0
2023-12-18,33205081691097674,1,2,0.0,0.0
2023-12-18,33205081691097674,1,3,0.0,1.0
2023-12-18,33205081691097674,1,4,1.0,0.0
2023-12-18,33205081691097674,1,5,0.0,0.0
2023-12-18,33205081691097674,1,6,1.0,0.0
2023-12-18,33205081691097674,1,7,1.0,1.0
2023-12-18,33957971682952728,0,0,2214.220842,0.0
2023-12-18,33957971682952728,0,1,1.0,0.0
2023-12-18,33957971682952728,0,2,2214.220842,1.0
2023-12-18,33957971682952728,0,3,1.0,2.0
2023-12-18,33957971682952728,0,4,2.0,0.0
2023-12-18,33957971682952728,0,5,2.0,0.0
2023-12-18,33957971682952728,0,6,7.0,0.0
2023-12-18,33957971682952728,0,7,7.0,2.0
2023-12-18,35922321702705930,0,0,0.0,0.0
2023-12-18,35922321702705930,0,1,0.0,0.0
2023-12-18,35922321702705930,0,2,0.0,0.0
2023-12-18,35922321702705930,0,3,0.0,4.0
2023-12-18,35922321702705930,0,4,3.0,0.0
2023-12-18,35922321702705930,0,5,0.0,0.0
2023-12-18,35922321702705930,0,6,4.0,0.0
2023-12-18,35922321702705930,0,7,4.0,4.0
2023-12-18,36951901702905330,1,0,0.0,0.0
2023-12-18,36951901702905330,1,1,0.0,0.0
2023-12-18,36951901702905330,1,2,0.0,0.0
2023-12-18,36951901702905330,1,3,0.0,1.0
2023-12-18,36951901702905330,1,4,1.0,0.0
2023-12-18,36951901702905330,1,5,0.0,0.0
2023-12-18,36951901702905330,1,6,2.0,0.0
2023-12-18,36951901702905330,1,7,2.0,1.0
2023-12-18,37131731694777626,1,0,0.0,0.0
2023-12-18,37131731694777626,1,1,0.0,0.0
2023-12-18,37131731694777626,1,2,0.0,0.0
2023-12-18,37131731694777626,1,3,0.0,4.0
2023-12-18,37131731694777626,1,4,4.0,0.0
2023-12-18,37131731694777626,1,5,5.0,0.0
2023-12-18,37131731694777626,1,6,28.0,0.0
2023-12-18,37131731694777626,1,7,28.0,4.0
2023-12-18,38335941698146221,0,0,0.0,0.0
2023-12-18,38335941698146221,0,1,0.0,0.0
2023-12-18,38335941698146221,0,2,0.0,0.0
2023-12-18,38335941698146221,0,3,0.0,1.0
2023-12-18,38335941698146221,0,4,1.0,0.0
2023-12-18,38335941698146221,0,5,0.0,0.0
2023-12-18,38335941698146221,0,6,3.0,0.0
2023-12-18,38335941698146221,0,7,3.0,1.0
2023-12-18,38514241690370314,1,0,0.0,0.0
2023-12-18,38514241690370314,1,1,0.0,0.0
2023-12-18,38514241690370314,1,2,0.0,0.0
2023-12-18,38514241690370314,1,3,0.0,1.0
2023-12-18,38514241690370314,1,4,1.0,0.0
2023-12-18,38514241690370314,1,5,0.0,0.0
2023-12-18,38514241690370314,1,6,1.0,0.0
2023-12-18,38514241690370314,1,7,1.0,1.0
2023-12-18,38787781699035819,0,0,0.0,0.0
2023-12-18,38787781699035819,0,1,0.0,0.0
2023-12-18,38787781699035819,0,2,0.0,0.0
2023-12-18,38787781699035819,0,3,0.0,1.0
2023-12-18,38787781699035819,0,4,1.0,0.0
2023-12-18,38787781699035819,0,5,0.0,0.0
2023-12-18,38787781699035819,0,6,3.0,0.0
2023-12-18,38787781699035819,0,7,3.0,1.0
2023-12-18,39230261702729985,0,0,0.0,0.0
2023-12-18,39230261702729985,0,1,0.0,0.0
2023-12-18,39230261702729985,0,2,0.0,0.0
2023-12-18,39230261702729985,0,3,0.0,3.0
2023-12-18,39230261702729985,0,4,2.0,0.0
2023-12-18,39230261702729985,0,5,0.0,0.0
2023-12-18,39230261702729985,0,6,5.0,0.0
2023-12-18,39230261702729985,0,7,5.0,3.0
2023-12-18,40756741690095758,0,0,0.0,0.0
2023-12-18,40756741690095758,0,1,0.0,0.0
2023-12-18,40756741690095758,0,2,0.0,0.0
2023-12-18,40756741690095758,0,3,0.0,3.0
2023-12-18,40756741690095758,0,4,3.0,0.0
2023-12-18,40756741690095758,0,5,0.0,0.0
2023-12-18,40756741690095758,0,6,4.0,0.0
2023-12-18,40756741690095758,0,7,4.0,3.0
2023-12-18,41173321702906418,1,0,0.0,0.0
2023-12-18,41173321702906418,1,1,0.0,0.0
2023-12-18,41173321702906418,1,2,0.0,0.0
2023-12-18,41173321702906418,1,3,0.0,2.0
2023-12-18,41173321702906418,1,4,2.0,0.0
2023-12-18,41173321702906418,1,5,0.0,0.0
2023-12-18,41173321702906418,1,6,2.0,0.0
2023-12-18,41173321702906418,1,7,2.0,2.0
2023-12-18,41242741678160549,1,0,0.0,0.0
2023-12-18,41242741678160549,1,1,0.0,0.0
2023-12-18,41242741678160549,1,2,0.0,0.0
2023-12-18,41242741678160549,1,3,0.0,1.0
2023-12-18,41242741678160549,1,4,1.0,0.0
2023-12-18,41242741678160549,1,5,0.0,0.0
2023-12-18,41242741678160549,1,6,2.0,0.0
2023-12-18,41242741678160549,1,7,2.0,1.0
2023-12-18,41951981702909398,1,0,0.0,0.0
2023-12-18,41951981702909398,1,1,0.0,0.0
2023-12-18,41951981702909398,1,2,0.0,0.0
2023-12-18,41951981702909398,1,3,0.0,3.0
2023-12-18,41951981702909398,1,4,2.0,0.0
2023-12-18,41951981702909398,1,5,0.0,0.0
2023-12-18,41951981702909398,1,6,6.0,0.0
2023-12-18,41951981702909398,1,7,6.0,3.0
2023-12-18,42584771699618159,0,0,0.0,0.0
2023-12-18,42584771699618159,0,1,0.0,0.0
2023-12-18,42584771699618159,0,2,0.0,0.0
2023-12-18,42584771699618159,0,3,0.0,1.0
2023-12-18,42584771699618159,0,4,1.0,0.0
2023-12-18,42584771699618159,0,5,0.0,0.0
2023-12-18,42584771699618159,0,6,1.0,0.0
2023-12-18,42584771699618159,0,7,1.0,1.0
2023-12-18,43163801701000245,0,0,0.0,0.0
2023-12-18,43163801701000245,0,1,0.0,0.0
2023-12-18,43163801701000245,0,2,0.0,0.0
2023-12-18,43163801701000245,0,3,0.0,1.0
2023-12-18,43163801701000245,0,4,1.0,0.0
2023-12-18,43163801701000245,0,5,0.0,0.0
2023-12-18,43163801701000245,0,6,1.0,0.0
2023-12-18,43163801701000245,0,7,1.0,1.0
2023-12-18,43301561702911851,0,0,0.0,0.0
2023-12-18,43301561702911851,0,1,0.0,0.0
2023-12-18,43301561702911851,0,2,0.0,0.0
2023-12-18,43301561702911851,0,3,0.0,1.0
2023-12-18,43301561702911851,0,4,1.0,0.0
2023-12-18,43301561702911851,0,5,0.0,0.0
2023-12-18,43301561702911851,0,6,3.0,0.0
2023-12-18,43301561702911851,0,7,3.0,1.0
2023-12-18,44534801701842647,0,0,0.0,0.0
2023-12-18,44534801701842647,0,1,0.0,0.0
2023-12-18,44534801701842647,0,2,0.0,0.0
2023-12-18,44534801701842647,0,3,0.0,5.0
2023-12-18,44534801701842647,0,4,5.0,0.0
2023-12-18,44534801701842647,0,5,0.0,0.0
2023-12-18,44534801701842647,0,6,0.0,0.0
2023-12-18,44534801701842647,0,7,0.0,5.0
2023-12-18,47350351684925822,0,0,0.0,0.0
2023-12-18,47350351684925822,0,1,0.0,0.0
2023-12-18,47350351684925822,0,2,0.0,0.0
2023-12-18,47350351684925822,0,3,0.0,2.0
2023-12-18,47350351684925822,0,4,2.0,0.0
2023-12-18,47350351684925822,0,5,0.0,0.0
2023-12-18,47350351684925822,0,6,4.0,0.0
2023-12-18,47350351684925822,0,7,4.0,2.0
2023-12-18,47422581678733847,1,0,0.0,0.0
2023-12-18,47422581678733847,1,1,0.0,0.0
2023-12-18,47422581678733847,1,2,0.0,0.0
2023-12-18,47422581678733847,1,3,0.0,3.0
2023-12-18,47422581678733847,1,4,3.0,0.0
2023-12-18,47422581678733847,1,5,1.0,0.0
2023-12-18,47422581678733847,1,6,3.0,0.0
2023-12-18,47422581678733847,1,7,3.0,3.0
2023-12-18,47810581702482237,1,0,0.0,0.0
2023-12-18,47810581702482237,1,1,0.0,0.0
2023-12-18,47810581702482237,1,2,0.0,0.0
2023-12-18,47810581702482237,1,3,0.0,1.0
2023-12-18,47810581702482237,1,4,1.0,0.0
2023-12-18,47810581702482237,1,5,0.0,0.0
2023-12-18,47810581702482237,1,6,5.0,0.0
2023-12-18,47810581702482237,1,7,5.0,1.0
2023-12-18,48169861702201720,0,0,0.0,0.0
2023-12-18,48169861702201720,0,1,0.0,0.0
2023-12-18,48169861702201720,0,2,0.0,0.0
2023-12-18,48169861702201720,0,3,0.0,3.0
2023-12-18,48169861702201720,0,4,2.0,0.0
2023-12-18,48169861702201720,0,5,0.0,0.0
2023-12-18,48169861702201720,0,6,4.0,0.0
2023-12-18,48169861702201720,0,7,4.0,3.0
2023-12-18,49850631687071329,1,0,0.0,0.0
2023-12-18,49850631687071329,1,1,0.0,0.0
2023-12-18,49850631687071329,1,2,0.0,0.0
2023-12-18,49850631687071329,1,3,0.0,1.0
2023-12-18,49850631687071329,1,4,1.0,0.0
2023-12-18,49850631687071329,1,5,0.0,0.0
2023-12-18,49850631687071329,1,6,1.0,0.0
2023-12-18,49850631687071329,1,7,1.0,1.0
2023-12-18,51602181685561302,0,0,0.0,0.0
2023-12-18,51602181685561302,0,1,0.0,0.0
2023-12-18,51602181685561302,0,2,0.0,0.0
2023-12-18,51602181685561302,0,3,0.0,3.0
2023-12-18,51602181685561302,0,4,3.0,0.0
2023-12-18,51602181685561302,0,5,0.0,0.0
2023-12-18,51602181685561302,0,6,4.0,0.0
2023-12-18,51602181685561302,0,7,4.0,3.0
2023-12-18,52032931696911622,1,0,0.0,0.0
2023-12-18,52032931696911622,1,1,0.0,0.0
2023-12-18,52032931696911622,1,2,0.0,0.0
2023-12-18,52032931696911622,1,3,0.0,1.0
2023-12-18,52032931696911622,1,4,1.0,0.0
2023-12-18,52032931696911622,1,5,2.0,0.0
2023-12-18,52032931696911622,1,6,11.0,0.0
2023-12-18,52032931696911622,1,7,11.0,1.0
2023-12-18,52228511702623696,0,0,0.0,0.0
2023-12-18,52228511702623696,0,1,0.0,0.0
2023-12-18,52228511702623696,0,2,0.0,0.0
2023-12-18,52228511702623696,0,3,0.0,3.0
2023-12-18,52228511702623696,0,4,3.0,0.0
2023-12-18,52228511702623696,0,5,0.0,0.0
2023-12-18,52228511702623696,0,6,5.0,0.0
2023-12-18,52228511702623696,0,7,5.0,3.0
2023-12-18,52303291696303691,1,0,0.0,0.0
2023-12-18,52303291696303691,1,1,0.0,0.0
2023-12-18,52303291696303691,1,2,0.0,0.0
2023-12-18,52303291696303691,1,3,0.0,2.0
2023-12-18,52303291696303691,1,4,1.0,0.0
2023-12-18,52303291696303691,1,5,0.0,0.0
2023-12-18,52303291696303691,1,6,1.0,0.0
2023-12-18,52303291696303691,1,7,1.0,2.0
2023-12-18,52979711687352925,1,0,0.0,0.0
2023-12-18,52979711687352925,1,1,0.0,0.0
2023-12-18,52979711687352925,1,2,0.0,0.0
2023-12-18,52979711687352925,1,3,0.0,2.0
2023-12-18,52979711687352925,1,4,2.0,0.0
2023-12-18,52979711687352925,1,5,0.0,0.0
2023-12-18,52979711687352925,1,6,3.0,0.0
2023-12-18,52979711687352925,1,7,3.0,2.0
2023-12-18,54292981702908327,0,0,0.0,0.0
2023-12-18,54292981702908327,0,1,0.0,0.0
2023-12-18,54292981702908327,0,2,0.0,0.0
2023-12-18,54292981702908327,0,3,0.0,1.0
2023-12-18,54292981702908327,0,4,1.0,0.0
2023-12-18,54292981702908327,0,5,0.0,0.0
2023-12-18,54292981702908327,0,6,2.0,0.0
2023-12-18,54292981702908327,0,7,2.0,1.0
2023-12-18,55862091702908564,1,0,0.0,0.0
2023-12-18,55862091702908564,1,1,0.0,0.0
2023-12-18,55862091702908564,1,2,0.0,0.0
2023-12-18,55862091702908564,1,3,0.0,4.0
2023-12-18,55862091702908564,1,4,4.0,0.0
2023-12-18,55862091702908564,1,5,0.0,0.0
2023-12-18,55862091702908564,1,6,43.0,0.0
2023-12-18,55862091702908564,1,7,43.0,4.0
2023-12-18,56023641702235902,1,0,0.0,0.0
2023-12-18,56023641702235902,1,1,0.0,0.0
2023-12-18,56023641702235902,1,2,0.0,0.0
2023-12-18,56023641702235902,1,3,0.0,2.0
2023-12-18,56023641702235902,1,4,2.0,0.0
2023-12-18,56023641702235902,1,5,0.0,0.0
2023-12-18,56023641702235902,1,6,5.0,0.0
2023-12-18,56023641702235902,1,7,5.0,2.0
2023-12-18,56320801701175089,0,0,0.0,0.0
2023-12-18,56320801701175089,0,1,0.0,0.0
2023-12-18,56320801701175089,0,2,0.0,0.0
2023-12-18,56320801701175089,0,3,0.0,4.0
2023-12-18,56320801701175089,0,4,4.0,0.0
2023-12-18,56320801701175089,0,5,0.0,0.0
2023-12-18,56320801701175089,0,6,10.0,0.0
2023-12-18,56320801701175089,0,7,10.0,4.0
2023-12-18,56572711702897928,0,0,0.0,0.0
2023-12-18,56572711702897928,0,1,0.0,0.0
2023-12-18,56572711702897928,0,2,0.0,0.0
2023-12-18,56572711702897928,0,3,0.0,1.0
2023-12-18,56572711702897928,0,4,1.0,0.0
2023-12-18,56572711702897928,0,5,0.0,0.0
2023-12-18,56572711702897928,0,6,1.0,0.0
2023-12-18,56572711702897928,0,7,1.0,1.0
2023-12-18,56712731694372069,0,0,0.0,0.0
2023-12-18,56712731694372069,0,1,0.0,0.0
2023-12-18,56712731694372069,0,2,0.0,0.0
2023-12-18,56712731694372069,0,3,0.0,1.0
2023-12-18,56712731694372069,0,4,1.0,0.0
2023-12-18,56712731694372069,0,5,0.0,0.0
2023-12-18,56712731694372069,0,6,3.0,0.0
2023-12-18,56712731694372069,0,7,3.0,1.0
2023-12-18,60098591701698549,0,0,0.0,0.0
2023-12-18,60098591701698549,0,1,0.0,0.0
2023-12-18,60098591701698549,0,2,0.0,0.0
2023-12-18,60098591701698549,0,3,0.0,1.0
2023-12-18,60098591701698549,0,4,1.0,0.0
2023-12-18,60098591701698549,0,5,0.0,0.0
2023-12-18,60098591701698549,0,6,1.0,0.0
2023-12-18,60098591701698549,0,7,1.0,1.0
2023-12-18,63977531702613354,0,0,0.0,0.0
2023-12-18,63977531702613354,0,1,0.0,0.0
2023-12-18,63977531702613354,0,2,0.0,0.0
2023-12-18,63977531702613354,0,3,0.0,1.0
2023-12-18,63977531702613354,0,4,1.0,0.0
2023-12-18,63977531702613354,0,5,0.0,0.0
2023-12-18,63977531702613354,0,6,8.0,0.0
2023-12-18,63977531702613354,0,7,8.0,1.0
2023-12-18,64016431698422869,1,0,0.0,0.0
2023-12-18,64016431698422869,1,1,0.0,0.0
2023-12-18,64016431698422869,1,2,0.0,0.0
2023-12-18,64016431698422869,1,3,0.0,2.0
2023-12-18,64016431698422869,1,4,2.0,0.0
2023-12-18,64016431698422869,1,5,0.0,0.0
2023-12-18,64016431698422869,1,6,4.0,0.0
2023-12-18,64016431698422869,1,7,4.0,2.0
2023-12-18,66051291702901148,1,0,0.0,0.0
2023-12-18,66051291702901148,1,1,0.0,0.0
2023-12-18,66051291702901148,1,2,0.0,0.0
2023-12-18,66051291702901148,1,3,0.0,4.0
2023-12-18,66051291702901148,1,4,4.0,0.0
2023-12-18,66051291702901148,1,5,0.0,0.0
2023-12-18,66051291702901148,1,6,37.0,0.0
2023-12-18,66051291702901148,1,7,37.0,4.0
2023-12-18,69204001702915767,1,0,0.0,0.0
2023-12-18,69204001702915767,1,1,0.0,0.0
2023-12-18,69204001702915767,1,2,0.0,0.0
2023-12-18,69204001702915767,1,3,0.0,1.0
2023-12-18,69204001702915767,1,4,1.0,0.0
2023-12-18,69204001702915767,1,5,0.0,0.0
2023-12-18,69204001702915767,1,6,4.0,0.0
2023-12-18,69204001702915767,1,7,4.0,1.0
2023-12-18,69219821702819148,0,0,0.0,0.0
2023-12-18,69219821702819148,0,1,0.0,0.0
2023-12-18,69219821702819148,0,2,0.0,0.0
2023-12-18,69219821702819148,0,3,0.0,1.0
2023-12-18,69219821702819148,0,4,1.0,0.0
2023-12-18,69219821702819148,0,5,0.0,0.0
2023-12-18,69219821702819148,0,6,0.0,0.0
2023-12-18,69219821702819148,0,7,0.0,1.0
2023-12-18,71480331702577931,1,0,0.0,0.0
2023-12-18,71480331702577931,1,1,0.0,0.0
2023-12-18,71480331702577931,1,2,0.0,0.0
2023-12-18,71480331702577931,1,3,0.0,2.0
2023-12-18,71480331702577931,1,4,2.0,0.0
2023-12-18,71480331702577931,1,5,0.0,0.0
2023-12-18,71480331702577931,1,6,2.0,0.0
2023-12-18,71480331702577931,1,7,2.0,2.0
